ID,Shopify Name,Sawadeekard Name,Before,Change,After
187/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	187/091	Kingambit	[Darkness]	[SR - Shiny Rare]	(Foil),Kingambit [Darkness] [SR - Shiny Rare] (Foil),0.5,2.8,3.3
188/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	188/091	Mabosstiff	[Darkness]	[SR - Shiny Rare]	(Foil),Mabosstiff [Darkness] [SR - Shiny Rare] (Foil),0.5,1.5,2.0
189/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	189/091	Shroodle	[Darkness]	[SR - Shiny Rare]	(Foil),Shroodle [Darkness] [SR - Shiny Rare] (Foil),0.5,1.5,2.0
190/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	190/091	Grafaiai	[Darkness]	[SR - Shiny Rare]	(Foil),Grafaiai [Darkness] [SR - Shiny Rare] (Foil),0.5,1.5,2.0
191/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	191/091	Scizor	[Metal]	[SR - Shiny Rare]	(Foil),Scizor [Metal] [SR - Shiny Rare] (Foil),0.5,6.8,7.3
192/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	192/091	Varoom	[Metal]	[SR - Shiny Rare]	(Foil),Varoom [Metal] [SR - Shiny Rare] (Foil),0.5,2.1,2.6
193/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	193/091	Revavroom	[Metal]	[SR - Shiny Rare]	(Foil),Revavroom [Metal] [SR - Shiny Rare] (Foil),0.5,3.5,4.0
194/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	194/091	Noibat	[Dragon]	[SR - Shiny Rare]	(Foil),Noibat [Dragon] [SR - Shiny Rare] (Foil),0.5,6.1,6.6
195/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	195/091	Cyclizar	[Dragon]	[SR - Shiny Rare]	(Foil),Cyclizar [Dragon] [SR - Shiny Rare] (Foil),0.5,4.8,5.3
196/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	196/091	Pidgey	[Colorless]	[SR - Shiny Rare]	(Foil),Pidgey [Colorless] [SR - Shiny Rare] (Foil),0.5,18.0,18.5
197/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	197/091	Pidgeotto	[Colorless]	[SR - Shiny Rare]	(Foil),Pidgeotto [Colorless] [SR - Shiny Rare] (Foil),0.5,4.8,5.3
198/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	198/091	Jigglypuff	[Colorless]	[SR - Shiny Rare]	(Foil),Jigglypuff [Colorless] [SR - Shiny Rare] (Foil),0.5,6.8,7.3
199/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	199/091	Doduo	[Colorless]	[SR - Shiny Rare]	(Foil),Doduo [Colorless] [SR - Shiny Rare] (Foil),0.5,4.1,4.6
200/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	200/091	Dodrio	[Colorless]	[SR - Shiny Rare]	(Foil),Dodrio [Colorless] [SR - Shiny Rare] (Foil),0.5,4.8,5.3
201/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	201/091	Ditto	[Colorless]	[SR - Shiny Rare]	(Foil),Ditto [Colorless] [SR - Shiny Rare] (Foil),0.5,16.7,17.2
202/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	202/091	Snorlax	[Colorless]	[SR - Shiny Rare]	(Foil),Snorlax [Colorless] [SR - Shiny Rare] (Foil),0.5,19.4,19.9
203/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	203/091	Wingull	[Colorless]	[SR - Shiny Rare]	(Foil),Wingull [Colorless] [SR - Shiny Rare] (Foil),0.5,2.8,3.3
204/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	204/091	Pelipper	[Colorless]	[SR - Shiny Rare]	(Foil),Pelipper [Colorless] [SR - Shiny Rare] (Foil),0.5,1.5,2.0
205/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	205/091	Skwovet	[Colorless]	[SR - Shiny Rare]	(Foil),Skwovet [Colorless] [SR - Shiny Rare] (Foil),0.5,4.1,4.6
206/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	206/091	Greedent	[Colorless]	[SR - Shiny Rare]	(Foil),Greedent [Colorless] [SR - Shiny Rare] (Foil),0.5,1.5,2.0
207/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	207/091	Lechonk	[Colorless]	[SR - Shiny Rare]	(Foil),Lechonk [Colorless] [SR - Shiny Rare] (Foil),0.5,5.4,5.9
208/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	208/091	Oinkolonge	[Colorless]	[SR - Shiny Rare]	(Foil),Oinkolonge [Colorless] [SR - Shiny Rare] (Foil),0.5,2.1,2.6
209/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	209/091	Tandemaus	[Colorless]	[SR - Shiny Rare]	(Foil),Tandemaus [Colorless] [SR - Shiny Rare] (Foil),0.5,5.4,5.9
210/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	210/091	Maushold	[Colorless]	[SR - Shiny Rare]	(Foil),Maushold [Colorless] [SR - Shiny Rare] (Foil),0.5,5.4,5.9
211/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	211/091	Flamigo	[Colorless]	[SR - Shiny Rare]	(Foil),Flamigo [Colorless] [SR - Shiny Rare] (Foil),0.5,6.1,6.6
212/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	212/091	Forrestress ex	[Grass]	[SUR - Shiny Ultra Rare]	(Foil),Forrestress ex [Grass] [SUR - Shiny Ultra Rare] (Foil),0.5,1.5,2.0
213/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	213/091	Toedscruel ex	[Grass]	[SUR - Shiny Ultra Rare]	(Foil),Toedscruel ex [Grass] [SUR - Shiny Ultra Rare] (Foil),0.5,1.5,2.0
214/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	214/091	Espathra	[Grass]	[SUR - Shiny Ultra Rare]	(Foil),Espathra [Grass] [SUR - Shiny Ultra Rare] (Foil),0.5,1.5,2.0
215/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	215/091	Alakazam ex	[Psychic]	[SUR - Shiny Ultra Rare]	(Foil),Alakazam ex [Psychic] [SUR - Shiny Ultra Rare] (Foil),0.5,1.9,2.4
216/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	216/091	Mew ex	[Psychic]	[SUR - Shiny Ultra Rare]	(Foil),Mew ex [Psychic] [SUR - Shiny Ultra Rare] (Foil),0.5,10.1,10.6
217/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	217/091	Gardevoir ex	[Psychic]	[SUR - Shiny Ultra Rare]	(Foil),Gardevoir ex [Psychic] [SUR - Shiny Ultra Rare] (Foil),0.5,4.8,5.3
218/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	218/091	Glimmora ex	[Fighting]	[SUR - Shiny Ultra Rare]	(Foil),Glimmora ex [Fighting] [SUR - Shiny Ultra Rare] (Foil),0.5,1.5,2.0
219/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	219/091	Paldean Clodsire ex	[Darkness]	[SUR - Shiny Ultra Rare]	(Foil),Paldean Clodsire ex [Darkness] [SUR - Shiny Ultra Rare] (Foil),0.5,1.5,2.0
220/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	220/091	Noivern ex	[Dragon]	[SUR - Shiny Ultra Rare]	(Foil),Noivern ex [Dragon] [SUR - Shiny Ultra Rare] (Foil),0.5,2.1,2.6
221/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	221/091	Pidgeot ex	[Colorless]	[SUR - Shiny Ultra Rare]	(Foil),Pidgeot ex [Colorless] [SUR - Shiny Ultra Rare] (Foil),0.5,14.1,14.6
222/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	222/091	Wigglytufff ex	[Colorless]	[SUR - Shiny Ultra Rare]	(Foil),Wigglytufff ex [Colorless] [SUR - Shiny Ultra Rare] (Foil),0.5,1.5,2.0
223/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	223/091	Squawkabilly ex	[Colorless]	[SUR - Shiny Ultra Rare]	(Foil),Squawkabilly ex [Colorless] [SUR - Shiny Ultra Rare] (Foil),0.5,2.8,3.3
224/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	224/091	Wugtrio	[Water]	[IR - Illustration Rare]	(Foil),Wugtrio [Water] [IR - Illustration Rare] (Foil),0.5,0.5,1.0
225/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	225/091	Palafin	[Water]	[IR - Illustration Rare]	(Foil),Palafin [Water] [IR - Illustration Rare] (Foil),0.5,0.5,1.0
226/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	226/091	Pawmi	[Lightning]	[IR - Illustration Rare]	(Foil),Pawmi [Lightning] [IR - Illustration Rare] (Foil),0.5,0.5,1.0
227/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	227/091	Clive	[Supporter]	[UR - Ultra Rare]	(Foil),Clive [Supporter] [UR - Ultra Rare] (Foil),0.5,1.5,2.0
228/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	228/091	Judge	[Supporter]	[UR - Ultra Rare]	(Foil),Judge [Supporter] [UR - Ultra Rare] (Foil),0.5,0.8,1.3
229/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	229/091	Nemona	[Supporter]	[UR - Ultra Rare]	(Foil),Nemona [Supporter] [UR - Ultra Rare] (Foil),0.5,0.8,1.3
230/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	230/091	Paldean Student	[Supporter]	[UR - Ultra Rare]	(Foil),Paldean Student [Supporter] [UR - Ultra Rare] (Foil),0.5,0.5,1.0
231/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	231/091	Paldean Student	[Supporter]	[UR - Ultra Rare]	(Foil),Paldean Student [Supporter] [UR - Ultra Rare] (Foil),0.5,1.5,2.0
232/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	232/091	Mew ex	[Psychic]	[SIR - Special Illustration Rare]	(Foil),Mew ex [Psychic] [SIR - Special Illustration Rare] (Foil),0.5,131.9,132.4
233/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	233/091	Gardevoir ex	[Psychic]	[SIR - Special Illustration Rare]	(Foil),Gardevoir ex [Psychic] [SIR - Special Illustration Rare] (Foil),0.5,65.7,66.2
234/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	234/091	Charizard ex	[Darkness]	[SIR - Special Illustration Rare]	(Foil),Charizard ex [Darkness] [SIR - Special Illustration Rare] (Foil),0.5,171.7,172.2
235/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	235/091	Arven	[Supporter]	[SIR - Special Illustration Rare]	(Foil),Arven [Supporter] [SIR - Special Illustration Rare] (Foil),0.5,19.4,19.9
236/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	236/091	Clive	[Supporter]	[SIR - Special Illustration Rare]	(Foil),Clive [Supporter] [SIR - Special Illustration Rare] (Foil),0.5,11.4,11.9
237/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	237/091	Iono	[Supporter]	[SIR - Special Illustration Rare]	(Foil),Iono [Supporter] [SIR - Special Illustration Rare] (Foil),0.5,39.2,39.7
238/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	238/091	Nemona	[Supporter]	[SIR - Special Illustration Rare]	(Foil),Nemona [Supporter] [SIR - Special Illustration Rare] (Foil),0.5,8.8,9.3
239/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	239/091	Penny	[Supporter]	[SIR - Special Illustration Rare]	(Foil),Penny [Supporter] [SIR - Special Illustration Rare] (Foil),0.5,18.0,18.5
240/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	240/091	Wo-Chien ex	[Grass]	[HR - Hyper Rare]	(Foil),Wo-Chien ex [Grass] [HR - Hyper Rare] (Foil),0.5,10.1,10.6
241/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	241/091	Chi-Yu ex	[Fire]	[HR - Hyper Rare]	(Foil),Chi-Yu ex [Fire] [HR - Hyper Rare] (Foil),0.5,11.4,11.9
242/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	242/091	Chien-Pao ex	[Water]	[HR - Hyper Rare]	(Foil),Chien-Pao ex [Water] [HR - Hyper Rare] (Foil),0.5,14.1,14.6
243/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	243/091	Miraidon ex	[Lightning]	[HR - Hyper Rare]	(Foil),Miraidon ex [Lightning] [HR - Hyper Rare] (Foil),0.5,11.4,11.9
244/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	244/091	Ting-Lu ex	[Fighting]	[HR - Hyper Rare]	(Foil),Ting-Lu ex [Fighting] [HR - Hyper Rare] (Foil),0.5,7.4,7.9
245/091,[ENG]	Pokemon	SV4.5	Paldean Fates:	245/091	Koraidon ex	[Fighting]	[HR - Hyper Rare]	(Foil),Koraidon ex [Fighting] [HR - Hyper Rare] (Foil),0.5,12.7,13.2
